gene,log2FC,pvalue,padj
Pcdh10,-2.100009045049318,0.0023341387181080283,0.1652476936666485
Gda,-4.216609500141649,0.0023389666766290562,0.1652476936666485
Rps13-ps5,2.8402274673489414,0.0023462160244719335,0.1652476936666485
Gprin3,-2.4729791930720157,0.0023514275858981296,0.1652476936666485
Zbtb25,0.5138565096037659,0.0023537004749243,0.1652476936666485
Haus3,0.6727255607702016,0.0023571586602701136,0.1652476936666485
Men1,-0.4798777496061408,0.0023629754890552262,0.1652476936666485
Rab43,2.624436371567999,0.0023726933941517247,0.1653920372716923
Bank1,-2.458486051273982,0.0023898102762711223,0.1659427957533813
Lmo2,2.7049394907618804,0.00240638907809374,0.1659427957533813
Lad1,5.329356516685015,0.0024087103083819386,0.1659427957533813
Ncan,-1.545108856529442,0.002415071310064754,0.1659427957533813
Cluh,1.9932395543586061,0.002429539606905629,0.1659427957533813
Cep55,2.857649980163494,0.002435873170999959,0.1659427957533813
Adcy3,3.190534843100192,0.0024389351681977263,0.1659427957533813
Plppr1,-1.6948569709607284,0.0024420292030901593,0.1659427957533813
Mab21l3,-3.0027080044304637,0.0024639446985593306,0.1669071504425347
Ppp1cc,2.716094888661427,0.0024761592151518958,0.1672103890006791
Gas2l1,3.538288377196631,0.002530382369615888,0.17029500936607883
Adh6b,-4.299655986309762,0.0025403710364150047,0.17029500936607883
Nr2f6,3.234149355203324,0.0025806000615213338,0.17029500936607883
Pcx,-0.7469998653347272,0.002584417937725327,0.17029500936607883
Lbp,-4.777261622093324,0.0025846546086192427,0.17029500936607883
Ptger4,3.722707941016708,0.0025906469862623277,0.17029500936607883
Gm18180,-2.2138912351097866,0.0025916955265772577,0.17029500936607883
Cd300ld5,-3.0935813339895537,0.0025995976227377203,0.17029500936607883
Tcea2,-0.8059970217135621,0.0026122059136959985,0.17029500936607883
Ifit1,2.3984468544754662,0.002614580440401605,0.17029500936607883
Fam131a,-1.20817236593808,0.0026185593296611984,0.17029500936607883
Fasn,-1.3786161465078361,0.0026229508503257904,0.17029500936607883
Magee1,-1.3783932311259068,0.00262428794108493,0.17029500936607883
Helz2,3.4344814676078004,0.0026374277966642544,0.17047941120474466
Rdh13,-0.493989230096183,0.0026498890019227904,0.17047941120474466
Mybph,1.9529095155196696,0.002656952691376841,0.17047941120474466
Gm49940,2.530524493569502,0.0026589923315140647,0.17047941120474466
Paqr3,1.9481685541147122,0.002676609198028394,0.17047941120474466
Rbm17,2.500967975716204,0.00269698619243708,0.17047941120474466
Mark2,1.1316564031584964,0.0027018034715286937,0.17047941120474466
Pde4a,-0.9803803912673299,0.0027074489792553867,0.17047941120474466
Ccr3,-5.8978437194408535,0.0027114383062786197,0.17047941120474466
Smarcad1,0.7818941287925831,0.002715429031406631,0.17047941120474466
Gtse1,1.752649258746663,0.002720610946351692,0.17047941120474466
Crabp1,-2.7284621403132894,0.0027290338178271997,0.17047941120474466
Exd1,-5.3343263532943705,0.00273765122921022,0.17047941120474466
Gm10309,-2.9148631792184845,0.002743504661404758,0.17047941120474466
Ifi205,2.8606187331441415,0.002745468790746964,0.17047941120474466
Phf11c,1.7440389472618767,0.0027584462666044693,0.17070244757594452
Atp1a1,2.660930928022653,0.0027718758778551966,0.17070244757594452
Cyria,-0.9910764924928461,0.0027757025421838444,0.17070244757594452
Socs1,5.770786396586417,0.002780659056260469,0.17070244757594452
Rnd3,-1.5576090228140744,0.0028354631510393666,0.17237080461930795
Pcgf6,2.066537017990525,0.002835589765566607,0.17237080461930795
Eid1,2.476620997535429,0.0028450970378164813,0.17237080461930795
Kpna4,1.7982275408041701,0.002845765189692852,0.17237080461930795
Smap2,1.9455249675919681,0.0028503008451042445,0.17237080461930795
Ccnj,1.461740678421645,0.002861185186552032,0.17237080461930795
Slc16a6,-0.35894361508981376,0.0028636734165547483,0.17237080461930795
Dytn,-4.899035268973755,0.0028825193184019264,0.1726698108444733
Hs3st1,-1.7926503652596226,0.0028846222275373625,0.1726698108444733
Mad1l1,-0.6364168667878758,0.002938707757346413,0.17496580170090548
Lacc1,1.984841187659507,0.0029398254625026504,0.17496580170090548
Setd3,1.0361945934235077,0.002947269740345671,0.17496580170090548
Pld1,-0.43093515295153395,0.0029609292618211157,0.1751450115676498
Kmt5a,1.128801464030043,0.002966498877030859,0.1751450115676498
Ddit3,0.41828163754313863,0.0029823270258465596,0.17559974033111256
Pif1,4.369240964317798,0.0030260128230223137,0.1772263098168893
Septin8,1.6493283371638405,0.003026355144728222,0.1772263098168893
Plcl1,1.6548498421014246,0.0030593194293683343,0.17853429115645558
Cnot11,2.98665395309666,0.00307211126342097,0.17853429115645558
Wtap,2.2254057906639417,0.0030871663315132553,0.17853429115645558
Ncs1,-1.1101088030314887,0.003100961690248112,0.17853429115645558
Ctsd,1.4312195563962575,0.003108561125928895,0.17853429115645558
Nudt9,1.9465286377753923,0.0031193368412010514,0.17853429115645558
Ctsa,0.9554607159540858,0.0031236618114890238,0.17853429115645558
Scara5,-4.420916890703582,0.0031316787386206565,0.17853429115645558
Lsm14a,2.1605133389641527,0.0031371861077358213,0.17853429115645558
Eif2b5,2.713571641940841,0.0031374755385386614,0.17853429115645558
Ctxn2,-3.1619095047009798,0.00313957289275085,0.17853429115645558
Srrd,2.8640848487733965,0.003170592808604297,0.17929590058221645
Nes,2.183305620278489,0.003185574791472926,0.17929590058221645
Zfp60,-0.7431937364191548,0.0031946192315977103,0.17929590058221645
Ttc14,2.611537513224633,0.0031955420700090285,0.17929590058221645
Gipc2,-3.4286132158120295,0.0032045714516649023,0.17929590058221645
Cibar2,-2.930287109795078,0.0032100322468912755,0.17929590058221645
Lrrc59,2.975581021057142,0.00322520830195604,0.17929590058221645
Usp11,-1.2927414559709494,0.003225846325568803,0.17929590058221645
Uhrf2,1.4745895557893558,0.0032276415070795596,0.17929590058221645
Tcf3,2.849794080649346,0.0032629447960259125,0.1807922412751896
Acbd6,2.0215061867330277,0.0032902963600785584,0.18184146814562036
Lgi1,-3.6414576382719015,0.003319752312158805,0.18280632402429575
Gm11331,0.7530856122022804,0.0033246742256258146,0.18280632402429575
Actl10,-2.291408315534492,0.003337331908656662,0.18303656145726346
Phf13,2.5063695994844135,0.0033725739065548284,0.18359543186168678
Rtp4,2.629192181117162,0.0033945463609029026,0.18359543186168678
Hlx,1.9338376311298253,0.0033945473815299014,0.18359543186168678
Ppp1r3e,-3.1222055205108665,0.0034014658400484143,0.18359543186168678
Nabp1,-0.8526529260484885,0.003404060348387541,0.18359543186168678
Trp53rkb,5.170323579542957,0.0034047002397935354,0.18359543186168678
Frmd7,-4.135481215553137,0.0034069956118532277,0.18359543186168678
Zfp771,2.955677417753602,0.0034240380598136696,0.18372625129230136
Pcdhgb6,-1.4398717153309812,0.0034264278435280414,0.18372625129230136
Bhlhe40,0.6784719606320877,0.0034449536796905566,0.18426238629810207
Map4k5,1.1871964906036183,0.0034843650923114832,0.1859102352586638
Plekhg6,-3.2019366614775646,0.0035201190991228587,0.18610769114646283
Ap3s1,2.857776004320975,0.0035228618111197954,0.18610769114646283
Gm20604,-1.1672240605893087,0.0035244465142645477,0.18610769114646283
Pgam1,-0.4253301273135328,0.0035283582002978114,0.18610769114646283
