source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,tissue,condition
Homeostatic MG,Homeostatic MG,Gnai2,P2ry12,2.1274033,0.0,4.245856,0.07503154825333211,0.2722639254600261,0.013885209,0.9306118,0.09753225008766826,0.0009979480059429907,Retina,Sham
Activated MG (Ccl5+),DAM-like MG,Ly86,Cd180,2.1271715,0.99,4.2539115,-0.1745017467378654,-0.10699556680952926,0.015953006,0.930673,1.0,0.0010062173703613397,Retina,Sham
Iron+ MG (Fth1+),Proliferating MG,Apoe,Lrp1,2.1263711,0.0,3.7902665,0.8885252518769391,2.0014939463049037,0.023073051,0.9268562,0.0037588998273816072,0.0010145206087852968,Retina,Sham
Homeostatic MG,BAM,Ly86,Cd180,2.1262183,1.0,3.6763837,-0.14588723128413003,-0.011959696952735355,0.0137871625,0.92581534,1.0,0.0010228575407437632,Retina,Sham
Homeostatic MG,Activated MG (Ccl5+),Ly86,Cd180,2.1234612,1.0,3.6595936,-0.14942480195423027,0.2588068728009094,0.013724196,0.92565805,1.0,0.0010312285173544437,Retina,Sham
Iron+ MG (Fth1+),T cell,Apoe,Trem2,2.1212451,0.0,3.7596998,0.2238021438405121,1.56251967251727,0.012149098,0.9265813,0.19746829137586935,0.0010396331799910389,Retina,Sham
DAM-like MG,MHCII+ MG,C1qb,Lrp1,2.3006434,0.52,3.2836246,-0.020807441192218723,0.3544110116283963,0.012213943,0.921841,0.40510831958599186,0.0010480718826484515,Retina,Sham
NK cell,Homeostatic MG,Lgals1,Ptprc,2.120379,0.0,4.480572,4.6419030130438586,1.6444105279953494,0.045171507,0.93232906,0.0027609997879886423,0.0010565442638234422,Retina,Sham
Homeostatic MG,NK cell,B2m,Klrd1,2.1198277,0.0,4.492893,8.041092559414668,1.56374720570568,0.08065028,0.93241566,0.0005683346621827661,0.001065050680387596,Retina,Sham
BAM,NK cell,B2m,Klrd1,2.1183898,0.0,4.4868765,8.03922773969773,1.5924557651991174,0.08054227,0.9323734,0.0005705736999893742,0.001073590767961249,Retina,Sham
Iron+ MG (Fth1+),BAM,Apoe,Abca1,2.1180363,0.0,3.7405655,1.303679511324356,2.5405278880746938,0.03879765,0.9264076,0.0027609997879886423,0.0010994144760823972,Retina,Sham
BAM,Proliferating MG,Ly86,Cd180,2.1131876,1.0,4.0589333,-0.1847000825717574,-0.2688154539336023,0.015221799,0.92914397,1.0,0.0011080901246603063,Retina,Sham
MHCII+ MG,DAM-like MG,Ly86,Cd180,2.1123757,1.0,4.2063684,-0.1957067457510995,0.035628338757329514,0.01577471,0.93030953,1.0,0.0011167994254786058,Retina,Sham
BAM,B cell,Mrc1,Ptprc,2.1079087,0.0,4.2878327,2.495584479721519,1.9959066369955445,0.065096684,0.93092877,0.0016478564591396435,0.0011343197102010533,Retina,Sham
NK cell,Proliferating MG,Lgals1,Ptprc,2.1052127,0.0,4.412488,4.620144823511102,1.7336654916874352,0.044485107,0.9318444,0.0027609997879886423,0.0011431306894723872,Retina,Sham
NK cell,BAM,Tln1,Itgb5,2.1042228,0.0,4.4249015,0.5174734076137343,0.43693861267409684,0.019500969,0.9319336,0.010369137628893311,0.001160853932378076,Retina,Sham
Activated MG (Ccl5+),Homeostatic MG,Ly86,Cd180,2.10395,1.0,4.130945,-0.20429491445067094,0.017633590761637397,0.015491858,0.9297207,1.0,0.0011697661885057703,Retina,Sham
Neutrophil,Neutrophil,Fgf2,Sdc4,0.04011425,0.73,0.001601269,-0.062097474107456224,-0.07568822091200751,0.0021569442,0.2066356,1.0,0.001183743303800393,Retina,Sham
T cell,NK cell,B2m,Klrd1,2.0956917,0.0,4.39191,8.009764013756778,1.6300724425351112,0.078837566,0.9316958,0.0006477713990477318,0.0011876925246203027,Retina,Sham
MHCII+ MG,BAM,C1qb,Lrp1,2.093769,1.0,3.3142867,-0.27929332755068137,-0.19881952489708155,0.012327995,0.92217517,1.0,0.0012057539092865505,Retina,Sham
MHCII+ MG,Homeostatic MG,Ly86,Cd180,2.0891542,1.0,4.0847764,-0.22549991346390502,0.16025749632849617,0.015318715,0.92935264,1.0,0.0012239505078801584,Retina,Sham
BAM,Iron+ MG (Fth1+),App,Rpsa,2.0833707,0.0,3.2869234,1.2480591759949502,1.468737726717888,0.022782728,0.92187715,0.004073311375292756,0.0012514987807140312,Retina,Sham
NK cell,Proliferating MG,Tln1,Itgb5,2.081603,0.0,4.3272905,0.48496246757929595,0.4067492023082955,0.01907079,0.9312227,0.012150019607290296,0.0012793513444279004,Retina,Sham
BAM,Homeostatic MG,Apoe,Abca1,2.8906186,0.0,3.1163592,1.6878521308384697,2.4627932486841413,0.032323305,0.91993666,0.0027609997879886423,0.0013647325928942146,Retina,Sham
B cell,Homeostatic MG,Gnai2,P2ry12,2.0643659,0.65,3.9109335,-0.011666460687207655,0.3025281440819265,0.012789914,0.92791146,0.521076135879419,0.0013743882898880492,Retina,Sham
BAM,NK cell,Apoe,Abca1,2.8896809,0.0,3.1066442,1.6866153335860246,2.4659171865153775,0.032222535,0.91982156,0.0027609997879886423,0.001384077530293334,Retina,Sham
Neutrophil,MHCII+ MG,Apoe,Trem2,2.0616884,0.0,4.0751996,0.28204851820620735,0.40658820255139916,0.013168605,0.9292755,0.12780034316284142,0.0014133481265894356,Retina,Sham
Activated MG (Ccl5+),Proliferating MG,Ly86,Cd180,2.0616055,1.0,3.9067128,-0.2586246011713482,-0.23509601328889485,0.014650943,0.9278754,1.0,0.0014231723306214006,Retina,Sham
B cell,NK cell,Cd22,Ptprc,2.15243,0.0,3.0844617,2.680270669857583,1.766655364490608,0.09277035,0.9195569,0.0005079755399702737,0.0014330304773551939,Retina,Sham
T cell,Homeostatic MG,Gnai2,P2ry12,2.0615034,0.62,3.8957248,-0.01560363614080626,0.29534731347964627,0.012740177,0.92778105,0.4915381595723277,0.0014330304773551939,Retina,Sham
NK cell,Neutrophil,Ccl5,Ccr5,2.392217,0.0,3.07562,4.140587062959802,2.483960173209016,0.067311645,0.9194507,0.0014036295330169977,0.0014528477506913634,Retina,Sham
Proliferating MG,Neutrophil,Ly86,Cd180,2.0536046,1.0,3.5400772,-0.25171336018174745,-0.30573868419918315,0.013275987,0.9245075,1.0,0.0015029811683187283,Retina,Sham
MHCII+ MG,Proliferating MG,Ly86,Cd180,2.0468097,1.0,3.8630502,-0.27982960018458236,-0.09247210772203607,0.014487199,0.9274984,1.0,0.0015334655841456651,Retina,Sham
B cell,NK cell,B2m,Klrd1,2.046616,0.0,4.186582,7.946059727224269,1.5393255187324906,0.07515179,0.9301565,0.0008336969452102281,0.0015436946053216398,Retina,Sham
Proliferating MG,BAM,Ly86,Cd180,2.041915,1.0,3.4728258,-0.26671104694887093,-0.3362520557229376,0.013023781,0.92383546,1.0,0.0015745836247869015,Retina,Sham
T cell,Neutrophil,Cd40lg,Itga2b_Itgb3,0.044634216,0.0,0.0019317858,0.5035525230410396,0.06380766147337888,0.2819792,0.2224403,0.03356918246069232,0.001578255152858075,Retina,Sham
Proliferating MG,Activated MG (Ccl5+),Ly86,Cd180,2.0391579,1.0,3.4569652,-0.2702486176189711,-0.06548548596929282,0.0129643,0.9236742,1.0,0.0015849471984517457,Retina,Sham
Activated MG (Ccl5+),NK cell,B2m,Klrd1,2.0386949,0.0,4.153441,7.935778011237039,1.7043323217570137,0.074556895,0.9298979,0.0008746641664246534,0.0016057756178651855,Retina,Sham
Neutrophil,Activated MG (Ccl5+),Apoe,Trem2,2.0384045,0.0,3.9596891,0.2522991705398222,0.24806411295847974,0.012795345,0.9283247,0.14916986785716568,0.0016162404589746488,Retina,Sham
DAM-like MG,B cell,Copa,Cd74,2.6239984,0.0,3.0297313,2.3532980977721003,2.5647516345821235,0.046452917,0.91889226,0.0027609997879886423,0.0016162404589746488,Retina,Sham
Homeostatic MG,Homeostatic MG,Selplg,Itgam,2.034593,0.0,4.0767193,0.11146536989715171,0.6133952128613993,0.02004766,0.9292878,0.06355651397634553,0.001637270944287337,Retina,Sham
Homeostatic MG,MHCII+ MG,C1qb,Lrp1,2.1554925,1.0,3.0272498,-0.20552342246679242,0.1863623936470229,0.011260317,0.91886175,1.0,0.001637270944287337,Retina,Sham
NK cell,T cell,H2-K1,Cd3d,2.0282059,0.0,3.3172855,6.217949162926623,1.987341188415806,0.12469456,0.92220765,3.5346328864511723e-05,0.00167973592995172,Retina,Sham
DAM-like MG,B cell,App,Rpsa,2.0819077,0.0,3.0197847,1.235177512890265,1.301934978258641,0.020931104,0.91876966,0.006742289331735477,0.001701170381743966,Retina,Sham
DAM-like MG,Neutrophil,Ly86,Cd180,2.0216334,1.0,3.4613853,-0.2975324448022856,-0.2615337888084597,0.012980876,0.9237193,1.0,0.0017119382012881657,Retina,Sham
BAM,MHCII+ MG,C1qb,Lrp1,2.1508703,1.0,3.0190856,-0.21141737270710836,0.11386165934615144,0.011229949,0.918761,1.0,0.0017119382012881657,Retina,Sham
NK cell,T cell,H2-K1,Cd3g,2.0213203,0.0,3.2770653,5.705202770187521,2.0342193505655723,0.11040201,0.92176896,6.322620871085759e-05,0.0017227394404699498,Retina,Sham
Iron+ MG (Fth1+),BAM,Apoe,Lrp1,2.020515,0.0,3.1590521,0.7480523084282228,1.8767316884992074,0.019230565,0.92043626,0.011483391183477566,0.0017444430818499468,Retina,Sham
Neutrophil,DAM-like MG,Tln1,Itgb5,2.0202994,0.0,4.0585957,0.40290592639334655,0.3846028838870357,0.017886624,0.9291412,0.018669814319537764,0.001766281281604233,Retina,Sham
Neutrophil,Neutrophil,Apoe,Trem2,2.0149646,0.0,3.8434074,0.22235082116490146,0.10348228628133538,0.012419592,0.92732674,0.17572432931716991,0.0017772509499582537,Retina,Sham
DAM-like MG,BAM,Ly86,Cd180,2.0099437,1.0,3.3956287,-0.31253013156940906,-0.2920471603322141,0.012734276,0.9230408,1.0,0.0017992909424637293,Retina,Sham
DAM-like MG,MHCII+ MG,Apoe,Trem2,2.0082512,0.0,3.899612,0.2424301590011918,1.2946937794034012,0.012601211,0.9278144,0.16200777222005916,0.001810361494607266,Retina,Sham
NK cell,Activated MG (Ccl5+),Lgals1,Ptprc,2.0072393,0.0,3.972662,4.479567868767373,1.8149884363432032,0.040050942,0.92843354,0.0027609997879886423,0.0018326032252341648,Retina,Sham
Proliferating MG,MHCII+ MG,C1qb,Lrp1,2.1331239,1.0,2.9877408,-0.2340035485548409,0.09083886879039937,0.011113357,0.91837066,1.0,0.0018437743962195037,Retina,Sham
DAM-like MG,Activated MG (Ccl5+),Ly86,Cd180,2.007187,1.0,3.3801205,-0.3160677022395093,-0.021280590578569347,0.012676118,0.9228781,1.0,0.0018437743962195037,Retina,Sham
B cell,BAM,Rps19,C5ar1,2.1080668,0.0,2.9836364,1.437122659206646,1.5251825201809734,0.031372976,0.9183191,0.0027609997879886423,0.0018549794171161978,Retina,Sham
NK cell,MHCII+ MG,Tln1,Itgb5,2.0031579,0.01,3.9887788,0.37221511045658306,0.6946367828080937,0.017578933,0.9285679,0.051626820808862474,0.0018662178089103544,Retina,Sham
Activated MG (Ccl5+),DAM-like MG,Apoe,Trem2,2.0012894,0.0,3.6190314,0.499973326961095,-0.09510348973524674,0.011694542,0.92527366,0.5732386716317356,0.0018774900459736397,Retina,Sham
Proliferating MG,Proliferating MG,Gnai2,P2ry12,1.9975054,0.9,3.9347758,-0.09481174878028074,-0.13711616667235238,0.012867887,0.92811453,0.952196574075091,0.0019001350875267682,Retina,Sham
BAM,Homeostatic MG,Apoe,Lrp5,2.8751972,0.0,2.9566064,1.7069852513565116,2.6596310267175336,0.046285305,0.91797715,0.0027609997879886423,0.0019115081264342425,Retina,Sham
BAM,Neutrophil,Ly86,Cd180,1.990768,1.0,3.3854144,-0.3417675397420101,-0.39855114238909395,0.01269597,0.92293376,1.0,0.0019343547422198812,Retina,Sham
NK cell,NK cell,Lgals1,Itgb1,1.989804,0.0,3.894391,5.216008657665755,2.351269272760895,0.08735571,0.92776954,0.00033658109871564343,0.001945828311601183,Retina,Sham
BAM,Proliferating MG,Apoe,Lrp5,2.8741465,0.0,2.9457223,1.705305962221894,2.5093761980798206,0.046114914,0.9178382,0.0027609997879886423,0.001945828311601183,Retina,Sham
Proliferating MG,T cell,Tnfsf10,Ccr6,0.056276627,0.68,0.002129091,-0.014329378883392349,-0.04543666071565125,0.0045542857,0.23096389,1.0,0.001972732400168218,Retina,Sham
BAM,T cell,App,Rpsa,1.9867,0.0,3.0825686,1.128293209534283,1.3292383674720174,0.02136628,0.9195342,0.005845388768663746,0.001992058895101648,Retina,Sham
DAM-like MG,Activated MG (Ccl5+),Apoe,Trem2,1.984967,0.0,3.7890787,0.21268081133480665,1.1361696898104818,0.012244034,0.9268456,0.189509079976028,0.0020153758842713886,Retina,Sham
BAM,T cell,Apoe,Lrp6,2.8713148,0.0,2.9163883,1.7407415782164732,2.587230707310163,0.0376717,0.91746,0.0027609997879886423,0.0020270844825276513,Retina,Sham
BAM,BAM,Ly86,Cd180,1.9790783,1.0,3.321101,-0.35676522650913356,-0.4290645139128484,0.012454783,0.92224884,1.0,0.00203882689355019,Retina,Sham
DAM-like MG,Iron+ MG (Fth1+),App,Rpsa,2.0225723,0.0,2.908784,1.1616668045771203,1.3885623909021425,0.020161722,0.91736114,0.00846855485160083,0.002050602615497276,Retina,Sham
BAM,Activated MG (Ccl5+),Ly86,Cd180,1.9763213,1.0,3.3059332,-0.36030279717923375,-0.15829794415920362,0.0123979,0.92208457,1.0,0.002074254979064526,Retina,Sham
DAM-like MG,Proliferating MG,Gnai2,P2ry12,1.9708772,0.99,3.8158774,-0.13143580561822787,-0.22119538171756226,0.012479053,0.9270842,1.0,0.0021099852806918435,Retina,Sham
NK cell,T cell,Ccl5,Ccr5,2.3683224,0.0,2.8835466,4.112196850076132,2.508033169323202,0.06310802,0.9170302,0.0019185089209808523,0.002146017466727384,Retina,Sham
Proliferating MG,Homeostatic MG,Selplg,Itgam,1.9689032,0.24,3.8423512,0.02551349584398288,0.2006742441115057,0.018895134,0.9273175,0.21091315656804352,0.0021580950954100766,Retina,Sham
DAM-like MG,DAM-like MG,Psap,Lrp1,1.9676068,0.0,3.5291767,0.3434058325369892,0.3432060143096245,0.019025492,0.92439985,0.012277601693819477,0.0021702065113122404,Retina,Sham
DAM-like MG,Neutrophil,Apoe,Trem2,1.9615273,0.0,3.677807,0.1827324619598859,0.9915878631333375,0.0118844705,0.9258287,0.22109038389817887,0.002206741395483255,Retina,Sham
Iron+ MG (Fth1+),Homeostatic MG,Tln1,Itgb5,1.9613036,0.0,3.6415553,0.3256600164733002,0.7890246209137554,0.016048687,0.9254879,0.03860127829410685,0.002218986903798466,Retina,Sham
Activated MG (Ccl5+),MHCII+ MG,C1qb,Lrp1,2.0642524,1.0,2.8660955,-0.32165232888386985,0.04476914741054694,0.010660879,0.916799,1.0,0.002218986903798466,Retina,Sham
Homeostatic MG,B cell,Ly86,Cd180,1.9925604,1.0,2.8623695,-0.31737418472366125,-0.08619896686535422,0.010734449,0.91674936,1.0,0.002231265927985359,Retina,Sham
Neutrophil,BAM,Tln1,Itgb5,1.9597044,0.0,3.8321404,0.3158141567098405,0.304356976202639,0.016888615,0.9272278,0.027550214823299113,0.0022435784650088717,Retina,Sham
Proliferating MG,DAM-like MG,Adam10,Trem2,1.9559284,0.0,3.3810964,0.2570911886568487,0.22522156036150953,0.019781388,0.92288834,0.01621977491937063,0.0022683035388418775,Retina,Sham
Iron+ MG (Fth1+),B cell,Apoe,Sorl1,1.9673032,0.0,2.8417542,1.6175176029545113,2.689999467768023,0.033918824,0.91647315,0.0027609997879886423,0.00234328378886677,Retina,Sham
Homeostatic MG,DAM-like MG,Adam10,Trem2,1.9464258,0.0,3.3312514,0.24437354522647226,0.3394146530042662,0.019489767,0.9223582,0.0178202775579321,0.0023558972654545165,Retina,Sham
Neutrophil,Neutrophil,Tnfsf10,Ccr6,0.05036234,0.7,0.002418033,-0.04629690524617973,-0.07032924422351443,0.005172355,0.24245866,1.0,0.002367175178146643,Retina,Sham
Iron+ MG (Fth1+),Activated MG (Ccl5+),C1qb,Lrp1,2.3900843,0.17,2.8369534,0.08788985186259762,0.4045942936312288,0.01055248,0.9164084,0.3895302802941272,0.0023812257332949715,Retina,Sham
DAM-like MG,Neutrophil,Psap,Lrp1,1.9430478,0.0,3.403794,0.31081546270863825,0.2624748886634247,0.018349564,0.9231261,0.015542946875422138,0.00239394018335712,Retina,Sham
Neutrophil,DAM-like MG,Psap,Lrp1,1.9427485,0.0,3.4604416,0.3073769171619684,0.29788755097095954,0.018654946,0.9237097,0.013868201098518055,0.0024066881068004657,Retina,Sham
Activated MG (Ccl5+),Neutrophil,Ly86,Cd180,1.9391856,1.0,3.2584524,-0.41569205834160095,-0.3648317017443865,0.012219839,0.9215633,1.0,0.0024194689569372882,Retina,Sham
Neutrophil,Proliferating MG,Tln1,Itgb5,1.9370844,0.0,3.7476058,0.28330321667540215,0.27416756583683766,0.016516061,0.9264716,0.03223362835235506,0.002432283816616247,Retina,Sham
Neutrophil,DAM-like MG,Apoe,Lrp1,1.9314957,0.0,3.4293263,0.7766244176986625,0.5295434897305111,0.020875847,0.9233908,0.006871605933920147,0.0024580139257675214,Retina,Sham
BAM,Proliferating MG,Gnai2,P2ry12,1.9306298,1.0,3.6361678,-0.18679107949933815,-0.24905792938562077,0.011891349,0.92543674,1.0,0.0024709286198315037,Retina,Sham
Homeostatic MG,Neutrophil,Selplg,Itgam,1.9291005,0.67,3.5945563,-0.028605872012262,0.21623002416385928,0.017676579,0.9250387,0.54002537725407,0.0024968594662716516,Retina,Sham
Activated MG (Ccl5+),BAM,Ly86,Cd180,1.927496,1.0,3.196551,-0.4306897451087244,-0.39534507326814095,0.011987696,0.9208673,1.0,0.0025229241091156303,Retina,Sham
BAM,Iron+ MG (Fth1+),Apoe,Lrp1,2.8589718,0.0,2.7885246,1.2170750429232062,2.249489049219611,0.016974999,0.91574657,0.026590167855419292,0.0025360060401591394,Retina,Sham
NK cell,Proliferating MG,Gnai2,P2ry12,1.9256811,0.95,3.6140707,-0.19359749542494742,-0.23371755495969726,0.011819085,0.9252262,1.0,0.0025491219662202446,Retina,Sham
Activated MG (Ccl5+),Activated MG (Ccl5+),Ly86,Cd180,1.9247391,1.0,3.1819522,-0.4342273157788246,-0.12457850351449617,0.011932948,0.9207004,1.0,0.002562271329242188,Retina,Sham
MHCII+ MG,Neutrophil,Ly86,Cd180,1.9243898,1.0,3.222035,-0.43689705735483503,-0.22220779617752773,0.012083265,0.92115617,1.0,0.002575454126189906,Retina,Sham
DAM-like MG,Homeostatic MG,Psap,Lrp1,1.9226577,0.0,3.2996967,0.28375812811968804,0.39511348386740064,0.017788384,0.92201674,0.01927845950059182,0.002588669791905168,Retina,Sham
Proliferating MG,MHCII+ MG,Gnai2,P2ry12,1.9200706,1.0,3.6618261,-0.19809386343954488,0.11151124376168497,0.011975259,0.925679,1.0,0.0026019194461793307,Retina,Sham
Proliferating MG,Activated MG (Ccl5+),Gnai2,P2ry12,1.9199283,0.99,3.6613247,-0.1982836041870279,-0.028623833926057385,0.011973619,0.9256743,1.0,0.002615202525274211,Retina,Sham
BAM,B cell,Copa,Cd74,2.5954597,0.0,2.7678835,2.3057519989767368,2.5119036745100276,0.04243817,0.91545945,0.0027609997879886423,0.002628519026154746,Retina,Sham
Neutrophil,Neutrophil,Psap,Lrp1,1.9181895,0.0,3.337501,0.27478654733361746,0.21715642532475976,0.017992184,0.92242527,0.017917258436497954,0.002628519026154746,Retina,Sham
NK cell,Neutrophil,Tln1,Itgb5,1.9168136,0.01,3.6161802,0.24811445605171573,0.2552106903449516,0.015936857,0.92524636,0.051626820808862474,0.0026418689457858753,Retina,Sham
MHCII+ MG,MHCII+ MG,C1qb,Lrp1,2.005554,1.0,2.7624183,-0.3963560173238709,0.08603316905922531,0.010275236,0.915383,1.0,0.002655251711911114,Retina,Sham
Homeostatic MG,Proliferating MG,Gnai2,P2ry12,1.9154136,1.0,3.568225,-0.20772119868453243,-0.33580534791936634,0.011669156,0.92478335,1.0,0.002668668458518967,Retina,Sham
BAM,BAM,Apoe,Lrp5,2.8561003,0.0,2.7587788,1.6764489630259372,2.4875193589552103,0.043188334,0.9153319,0.0027609997879886423,0.002668668458518967,Retina,Sham
Proliferating MG,BAM,Gnai2,P2ry12,1.9130306,1.0,3.6370106,-0.2074841014390707,-0.20167325090527588,0.011894106,0.9254448,1.0,0.002682118614772356,Retina,Sham
MHCII+ MG,BAM,Ly86,Cd180,1.9127002,1.0,3.1608255,-0.4518947441219585,-0.25272116770128217,0.011853718,0.9204568,1.0,0.0026956021776362183,Retina,Sham
Homeostatic MG,DAM-like MG,Selplg,Itgam,1.9123237,0.87,3.5178761,-0.050881693117536694,0.2089984132431868,0.017299496,0.9242876,0.8301599159922921,0.002709118569177801,Retina,Sham
DAM-like MG,Proliferating MG,Psap,Lrp1,1.9119732,0.0,3.2451487,0.2695791343857859,0.21586269252917756,0.01749432,0.9214153,0.021652257038439995,0.0027226689347386638,Retina,Sham
BAM,BAM,Mrc1,Ptprc,1.9118671,0.0,3.615943,2.214295611933889,1.7116335467707275,0.054896235,0.92524415,0.0027609997879886423,0.002736252697804941,Retina,Sham
NK cell,T cell,Tnfsf10,Ccr6,0.064430095,0.5,0.0025214215,0.021788820052251023,-0.026864193037702808,0.00539351,0.24632438,1.0,0.0027615830956158357,Retina,Sham
DAM-like MG,T cell,App,Rpsa,1.9259017,0.0,2.727939,1.041900838116453,1.2490630316562714,0.018908227,0.91489524,0.012722666234802879,0.0027772037596955055,Retina,Sham
Homeostatic MG,Homeostatic MG,Pros1,Mertk,1.910392,0.0,3.3446078,0.10219252082469793,0.6223690691320172,0.026708143,0.9225014,0.059852708021616914,0.0027772037596955055,Retina,Sham
Proliferating MG,DAM-like MG,Gnai2,P2ry12,1.9101758,1.0,3.626948,-0.21129186270126638,-0.1953115904272109,0.011861199,0.9253492,1.0,0.002790921081014707,Retina,Sham
MHCII+ MG,Activated MG (Ccl5+),Ly86,Cd180,1.9099433,1.0,3.1463897,-0.4554323147920587,0.018045402052362602,0.01179958,0.9202891,1.0,0.0028046717846641426,Retina,Sham
Homeostatic MG,MHCII+ MG,Ly86,Cd180,1.9690971,1.0,2.719472,-0.3474781158353596,0.20029567793758263,0.010198555,0.9147742,1.0,0.0028046717846641426,Retina,Sham
Iron+ MG (Fth1+),BAM,Apoe,Lrp6,1.9462938,0.0,2.7164774,1.2106876548118297,2.357146705305815,0.0350894,0.9147312,0.0027609997879886423,0.0028184558676087493,Retina,Sham
Neutrophil,Neutrophil,Apoe,Lrp1,1.9069366,0.0,3.3074913,0.7440340478703116,0.44881236408431135,0.020134183,0.9221015,0.008558931650933594,0.002832272739151699,Retina,Sham
DAM-like MG,DAM-like MG,Adam10,Trem2,1.9059489,0.0,3.1189356,0.19020384911578414,0.17290414383468367,0.018247595,0.91996706,0.028691336693166633,0.0028461235701638613,Retina,Sham
Proliferating MG,B cell,Ly86,Cd180,1.908257,1.0,2.7038827,-0.4381980003884021,-0.41049132563555646,0.010140092,0.91454977,1.0,0.0028461235701638613,Retina,Sham
Iron+ MG (Fth1+),NK cell,B2m,Cd247,1.9052818,0.0,3.0680406,4.050696285114897,1.571003997037119,0.055428047,0.91935927,0.0027609997879886423,0.0028600077713661362,Retina,Sham
Neutrophil,Homeostatic MG,Psap,Lrp1,1.8977995,0.0,3.235431,0.24772921274466728,0.3497950205287357,0.017441934,0.92130667,0.021976076122785307,0.0029018599710146074,Retina,Sham
Iron+ MG (Fth1+),T cell,B2m,Cd3d,1.8954087,0.0,3.0156155,5.623796589237958,1.6358898082093554,0.09132888,0.9187181,0.0002568379243108215,0.002915877621209759,Retina,Sham
DAM-like MG,MHCII+ MG,Gnai2,P2ry12,1.8934424,1.0,3.5511754,-0.234717920277492,0.0274320287164751,0.011613398,0.92461663,1.0,0.0029581300893291524,Retina,Sham
